Exp_name, solver, sols, solver_time_mean, total_time_mean, block,  block(2nd calc) , avg_block, solver_calls, solver_err, sr_err, how_many?, solver_v_best, total_v_best, block_total_v, file_size, nodes, satv, satc
hu_closed_anneal_10,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_10,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,335790.0,nan,nan,nan,nan
hu_closed_anneal_10,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_10,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_anneal_10,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_10,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_10,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_10,nbc D+I,15751,1254.703846153846,1410.4794441369863,417740.3076923077,112413.23076923077,9946.197802197803,42.0,102.29137753808509,107.47802935601064,13,160.23,270.45917081832886,12.0,7859138.076923077,1327722.2857142857,7378.0,669155.0
hu_closed_anneal_10,nbc_compressed D+I,15751,1443.61125,1866.2670231163502,452551.0,121780.0,10775.02380952381,42.0,46.85803126913935,55.176856783715316,8,1214.0900000000001,1669.3762156963348,452551.0,15130127.25,1416379.75,13144.75,686774.75
hu_closed_anneal_20,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_anneal_20,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_20,nbc D+I,8727,963.4846153846155,1100.010273676652,181214.26666666666,47982.066666666666,4314.625396825397,42.0,nan,nan,13,181.64,269.50635838508606,16.0,6098992.133333334,899624.1428571428,7182.0,647288.0
hu_closed_anneal_20,nbc_compressed D+I,8727,1016.45625,1197.9030793607235,218467.0,52654.0,5201.5952380952385,42.0,37.76545643543558,39.94708876917968,8,862.67,1037.9275329113007,218467.0,13643076.75,834403.25,10872.5,658574.25
hu_closed_anneal_30,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_30,nbc D+I,2555,363.1230769230769,449.59484364436224,53032.61538461538,12938.76923076923,1262.6813186813185,42.0,31.951518249401147,35.327710580643775,13,0.0,51.28266739845276,0.0,5428643.923076923,301764.0,7026.0,621385.0
hu_closed_anneal_30,nbc_compressed D+I,2555,472.2928571428571,584.7476811408997,57452.0,14017.0,1367.9047619047617,42.0,17.13126155450844,19.049649012806,7,422.93,522.5049402713776,57452.0,12081603.142857144,352300.85714285716,8458.57142857143,625848.0
hu_closed_anneal_40,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_40,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,111628.0,nan,nan,nan,nan
hu_closed_anneal_40,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_40,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_anneal_40,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_40,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_anneal_40,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_40,nbc D+I,9163,421.4453333333332,543.2966949939728,161972.8,50795.066666666666,3856.495238095238,42.0,28.149474762361457,28.131668308477035,15,143.89,261.49373984336853,11267.0,5398029.866666666,335400.0,6566.0,585525.0
hu_closed_anneal_40,nbc_compressed D+I,9163,527.342857142857,708.8732858725956,182555.0,54273.0,4346.547619047619,42.0,21.388493314361885,24.685850650938303,7,474.15999999999985,648.8670964241028,182555.0,12178322.857142856,378467.4285714286,10118.142857142857,596378.2857142857
hu_closed_anneal_50,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_anneal_50,nbc D+I,4429,221.37,314.6057109991709,79641.0,22064.0,1942.4634146341457,41.0,5.672223801750323,8.408772221065854,15,183.60999999999996,271.3481845855713,79641.0,4566877.4,165269.42857142858,6306.0,526159.0
hu_closed_anneal_50,nbc_compressed D+I,4429,233.8875,1519.2414912581444,79641.0,22064.0,1942.4634146341464,41.0,11.558210401207065,1162.9622539493398,8,185.17000000000004,310.5371322631836,79641.0,10207258.0,178723.75,8166.75,531912.5
hu_closed_audio_10,glucose D+I,6761,3504.4172536666724,7123.295449495316,23247039.0,22858941.0,346970.7313432836,67.0,186.42767483145937,1132.0001342279752,3,3131.6481840000024,5884.676734685898,23247039.0,-1.0,nan,nan,nan
hu_closed_audio_10,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_10,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_10,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_audio_10,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_10,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_10,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_10,nbc D+I,6761,47.12083333333334,164.38701234261194,388098.0,50048.0,5792.507462686567,67.0,1.4817610623712583,10.46733122242967,12,41.02999999999999,126.44460868835449,388098.0,1132085.5,252006.66666666666,3460.0,84618.0
hu_closed_audio_10,nbc_compressed D+I,6761,58.339999999999996,186.24257095654806,388098.0,50048.0,5792.507462686567,67.0,3.952993802170703,2.882259604696996,6,46.25999999999999,178.8984830379486,388098.0,2777005.0,282368.3333333333,6147.0,92894.0
hu_closed_audio_20,glucose D+I,9667,6031.886399666665,10706.900309801102,47240649.0,46730278.0,705084.3134328359,67.0,290.9290562514065,1318.1227725574358,3,5454.2281379999995,9337.047842979431,47240649.0,-1.0,nan,nan,nan
hu_closed_audio_20,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_20,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_20,minion D+I,3321,9868.514735,11728.612851142883,4879.0,4879.0,72.82089552238806,67.0,nan,nan,1,9868.514735,11728.612851142883,4879.0,-1.0,nan,nan,nan
hu_closed_audio_20,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_20,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_audio_20,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_20,nbc D+I,9667,35.79076923076923,146.1413188164051,510371.0,56022.0,7617.477611940298,67.0,1.0365669802460864,5.680635181490027,13,30.269999999999982,114.2363452911377,510371.0,1027366.0769230769,149457.66666666666,3198.0,81503.0
hu_closed_audio_20,nbc_compressed D+I,9667,53.98166666666666,226.31535708904266,510371.0,56022.0,7617.477611940299,67.0,1.592257133059162,6.9380525439865455,6,49.82,204.73576474189758,510371.0,3047584.0,193379.0,6975.333333333333,92996.33333333333
hu_closed_audio_30,glucose D+I,7357,3562.332819000003,8239.440200010935,27439339.0,27066403.0,409542.37313432834,67.0,150.30889188377898,1026.1348035130134,3,3309.100781000007,6438.2230842113495,27439339.0,-1.0,nan,nan,nan
hu_closed_audio_30,glucose D,21045,16019.422192999979,17089.742158651352,221456535.0,nan,10522.5,21046.0,nan,nan,1,16019.422192999979,17089.742158651352,221456535.0,-1.0,nan,nan,nan
hu_closed_audio_30,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_30,minion D+I,6964,5205.3337575000005,6329.418296575546,13524.0,10042.0,201.8507462686567,67.0,5024.794549499999,5959.6934072971335,2,180.539208,369.72488927841187,225.0,-1.0,nan,nan,nan
hu_closed_audio_30,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_30,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_30,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_30,nbc D+I,7357,16.751999999999995,133.04000018437702,372936.0,41871.0,5566.2089552238795,67.0,0.3848725206387921,8.86632451835583,15,14.919999999999991,104.62277913093567,372936.0,740912.2,73122.33333333333,3083.0,74071.0
hu_closed_audio_30,nbc_compressed D+I,7357,23.671666666666663,169.1600890159607,372936.0,41871.0,5566.20895522388,67.0,0.912269757862836,0.9719973402693751,6,20.90999999999998,165.3491916656494,372936.0,2325783.0,88354.33333333333,5244.333333333333,80717.66666666667
hu_closed_audio_40,glucose D+I,8283,5048.716589000001,11297.34892376264,34704750.0,34308186.0,533919.2307692308,65.0,85.02052101504441,556.7082590339887,3,4941.23468699999,10280.048290491104,34704750.0,-1.0,nan,nan,nan
hu_closed_audio_40,glucose D,21909,16211.759571999983,17288.374362707138,240013095.0,nan,10954.5,21910.0,nan,nan,1,16211.759571999983,17288.374362707138,240013095.0,-1.0,nan,nan,nan
hu_closed_audio_40,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_40,minion D+I,6818,5444.76156,6147.408392071724,11551.0,8142.0,177.7076923076923,65.0,5011.619275999999,5676.0632313489905,2,433.142284,471.34516072273254,335.0,-1.0,nan,nan,nan
hu_closed_audio_40,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_40,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_40,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_40,nbc D+I,8283,20.272,118.68094253540039,396564.0,40395.0,6100.984615384616,65.0,0.5419226794259401,4.863944556983957,15,17.66999999999999,90.28707790374756,396564.0,705063.0,90832.0,2814.0,67973.0
hu_closed_audio_40,nbc_compressed D+I,8283,26.626666666666665,174.55770218372345,396564.0,40395.0,6100.984615384616,65.0,0.9281798197427993,12.696506733754275,6,23.770000000000003,142.00605511665344,396564.0,2394110.6666666665,97275.0,5575.333333333333,76364.0
hu_closed_audio_50,glucose D+I,6699,4953.381349666671,10178.40335615476,22742795.0,22441650.0,355356.171875,64.0,111.3427538814601,417.8075605110585,3,4804.506439000006,9416.798343896866,22742795.0,-1.0,nan,nan,nan
hu_closed_audio_50,glucose D,19188,17805.686594999916,17971.544704198837,184099266.0,nan,9594.0,19189.0,nan,nan,1,17805.686594999916,17971.544704198837,184099266.0,-1.0,nan,nan,nan
hu_closed_audio_50,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_50,minion D+I,3303,7228.678857999999,12360.140708684921,3681.0,3681.0,57.515625,64.0,nan,nan,1,7228.678857999999,12360.140708684921,3681.0,-1.0,nan,nan,nan
hu_closed_audio_50,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_50,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_50,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_audio_50,nbc D+I,6699,26.82866666666667,133.59525214831035,301145.0,33185.0,4705.390625,64.0,0.8431064253369472,6.876062188017221,15,20.739999999999995,103.05857515335083,301145.0,660283.8,122832.33333333333,2839.0,64248.0
hu_closed_audio_50,nbc_compressed D+I,6699,35.03666666666667,152.72596736749014,301145.0,33185.0,4705.390625,64.0,2.106685653922873,3.5108885881954093,6,27.83000000000001,140.41129159927368,301145.0,2279336.3333333335,132196.66666666666,5638.666666666667,72770.0
hu_closed_aus_10,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_aus_10,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_10,nbc D+I,31590,7398.436666666666,8106.949668010076,27410.666666666668,14881.333333333334,537.4640522875817,51.0,3519.1084268998843,3828.4315490765916,3,364.32,460.10585021972656,0.0,-1.0,nan,nan,nan
hu_closed_aus_10,nbc_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,6527.0,nan,nan,nan,nan
hu_closed_aus_20,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_aus_20,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_20,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_20,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_aus_20,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_20,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_20,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_20,nbc D+I,4312,7872.765,8049.390642225742,68458.15384615384,16714.153846153848,1342.3167420814482,51.0,nan,nan,12,385.38,461.71045899391174,0.0,5378257.769230769,7191972.333333333,8643.0,499534.0
hu_closed_aus_20,nbc_compressed D+I,4312,9558.118333333332,9789.447237968445,74163.0,18107.0,1454.1764705882354,51.0,289.4626188119017,283.9291314930566,6,8607.7,8860.976701259613,74163.0,11482890.333333334,7799231.666666667,11103.333333333334,507322.3333333333
hu_closed_aus_30,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_aus_30,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,984906.0,nan,nan,nan,nan
hu_closed_aus_30,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_30,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,nan
hu_closed_aus_30,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_30,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_30,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_30,nbc D+I,9566,2298.1226666666666,2461.7766555945077,78679.73333333334,27548.133333333335,1542.739869281046,51.0,323.6269518390502,332.3482779402508,15,261.92999999999995,361.95328187942505,0.0,5335556.666666667,2611651.0,8078.0,471300.0
hu_closed_aus_30,nbc_compressed D+I,9566,3526.5674999999997,3872.0102124214172,103348.75,36175.0,2026.4460784313726,51.0,290.0473821498209,326.39270041145784,8,1591.51,1693.7449507713318,2176.0,11224393.25,2836231.125,12190.5,482853.375
hu_closed_aus_40,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_40,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,1695561.0,nan,nan,nan,nan
hu_closed_aus_40,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_40,minion D+I,4474,9598.274822666664,9748.269401669502,34377.333333333336,11980.333333333334,674.0653594771242,51.0,839.117653377824,843.0810881792836,6,6414.12201,6502.879841804504,204.0,4241487.666666667,26867416.0,0.0,0.0
hu_closed_aus_40,minion_compressed D+I,4474,12286.14677,12529.083775877953,41212.0,14368.0,808.0784313725491,51.0,561.1158599999972,515.3757818937302,2,11725.030910000003,12013.707993984222,41212.0,2357456.0,26867415.0,0.0,0.0
hu_closed_aus_40,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_40,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_40,nbc D+I,4474,758.8053333333334,871.4482512791951,30222.133333333335,10536.533333333333,592.5908496732027,51.0,79.82768736691052,83.73290303677142,15,124.66,212.0717134475708,0.0,4480241.2,945518.1428571428,7800.0,441203.0
hu_closed_aus_40,nbc_compressed D+I,4474,987.57625,1147.5293919444084,41212.0,14368.0,808.0784313725491,51.0,42.89803271119866,45.048326971735285,8,831.7299999999998,975.5196452140808,41212.0,9683859.5,987257.25,10310.5,448952.0
hu_closed_aus_50,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_50,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_50,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_50,minion D+I,2093,717.682528,798.8375142812729,13681.0,7402.0,279.2040816326531,49.0,11.356055762964166,11.108830017783319,4,694.6115,778.0077154636383,13681.0,3835778.75,1893780.0,0.0,0.0
hu_closed_aus_50,minion_compressed D+I,2093,652.090822,3736.063327074051,13681.0,7402.0,279.2040816326531,49.0,94.187848595978,2893.9987221270558,3,471.44809999999995,794.3905131816864,13681.0,1607088.0,1893780.0,0.0,0.0
hu_closed_aus_50,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_50,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_aus_50,nbc D+I,2093,282.3816666666667,385.6897476249271,12519.222222222223,6937.888888888889,255.49433106575967,49.0,11.829967409996046,11.594089704679952,18,212.75,327.84953212738037,3225.0,3101775.611111111,320211.0,7473.0,395913.0
hu_closed_aus_50,nbc_compressed D+I,2093,290.28125,404.6579022407532,13681.0,7402.0,279.2040816326531,49.0,19.266824599137458,19.85224972401451,8,214.27,324.23725986480713,13681.0,8138314.0,320822.25,8723.25,399823.5
hu_closed_german_10,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,minion D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,minion_compressed D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_10,nbc D+I,5581,4693.275333333333,4878.9447569211325,57904.8,17721.6,1523.8105263157895,38.0,625.5344854266374,635.3751262189246,15,291.20000000000005,398.28899025917053,0.0,10362697.4,3862985.6666666665,12659.0,1106344.0
hu_closed_german_10,nbc_compressed D+I,5581,5740.883333333332,6005.59068330129,72381.0,22152.0,1904.7631578947369,38.0,111.51955941049567,111.80026334476338,6,5377.250000000002,5639.455369949341,72381.0,25805135.666666668,3769945.6666666665,16002.0,1116835.3333333333
hu_closed_german_20,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_20,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,26106.0,nan,nan,nan,nan
hu_closed_german_20,glucose_ordered D,546,11847.677600000003,12484.149541378021,149331.0,nan,273.0,547.0,nan,nan,1,11847.677600000003,12484.149541378021,149331.0,-1.0,nan,nan,nan
hu_closed_german_20,minion D+I,359,12873.237226666666,14651.188091834387,3805.0,1292.0,100.13157894736842,38.0,1465.5150824881036,697.4485881741206,3,10232.2855,13261.553492307663,3805.0,2577011.6666666665,21935995.0,0.0,0.0
hu_closed_german_20,minion_compressed D+I,359,12022.468749999998,12172.393055200577,1925.5,651.0,50.67105263157895,38.0,1378.5333599999994,1412.1176946163177,2,10643.935389999999,10760.275360584259,46.0,3121690.0,21935995.0,0.0,0.0
hu_closed_german_20,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_20,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_20,nbc D+I,359,1042.1542857142858,1160.5781830378942,3044.0,1033.6,80.10526315789474,38.0,nan,nan,14,161.86,281.60839772224426,0.0,10373887.466666667,833295.8571428572,12019.0,1055342.0
hu_closed_german_20,nbc_compressed D+I,359,1229.7924999999998,1346.7855500876904,3335.125,1131.75,87.76644736842105,38.0,54.91195364106591,59.33970427249405,8,932.2499999999999,1016.7500038146973,46.0,22279744.625,846810.875,12282.125,1056240.125
hu_closed_german_30,glucose D+I,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_30,glucose D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,134421.0,nan,nan,nan,nan
hu_closed_german_30,glucose_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_30,minion D+I,9087,4317.504392,4469.158201217651,51032.0,36333.2,1342.9473684210527,38.0,627.9630713327731,637.1401230365402,5,2002.3147700000002,2123.324700117111,1116.0,8091882.0,4528004.0,0.0,0.0
hu_closed_german_30,minion_compressed D+I,9087,4293.334696666666,6931.468026161194,63511.0,45337.0,1671.3421052631577,38.0,546.0305971221433,1820.794383647385,3,3258.28149,4842.233414888382,63511.0,3646410.0,4528004.0,0.0,0.0
hu_closed_german_30,minion D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_30,minion_ordered D,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
hu_closed_german_30,nbc D+I,9087,824.7323076923076,989.666471352944,58625.53846153846,41849.53846153846,1542.7773279352225,38.0,46.829735022189915,50.37044583691661,13,317.6,448.772869348526,0.0,11809892.307692308,415933.0,11524.0,1020529.0
